item_id,order_id,product_id,quantity,unit_price,discount_percent
I01217,O00394,P0496,1,2183.04,23.04
I01218,O00758,P0299,1,5980.53,17.91
I01219,O00586,P0311,2,8334.72,16.65
I01220,O00724,P0399,5,8655.11,70.35
I01221,O00845,P0432,-5,8676.53,9.83
I01222,O00826,P0043,4,4053.43,98.24
I01223,O00946,P0459,5,388.12,11.61
I01224,O00671,P0398,4,1110.17,87.08
I01225,O00200,P0079,4,6422.99,8.2
I01226,O00744,P0213,2,863.42,67.35
I01227,O00773,P0070,4,1663.96,71.36
I01228,O00799,P0038,3,8332.1,50.26
I01229,O00543,P0015,5,5153.4,25.4
I01230,O00679,P0257,4,6741.67,77.33
I01231,O00051,P0049,5,5303.98,40.93
I01232,O00401,P0474,1,1358.47,78.67
I01233,O00901,P0459,3,8959.73,29.55
I01234,O00999,P0125,2,5964.74,48.09
I01235,O00255,P0134,4,718.96,72.28
I01236,O00318,P0022,4,4442.42,98.48
I01237,O00610,P0040,3,8797.11,66.51
I01238,O00889,P0226,1,3155.52,68.54
I01239,O00629,P0401,4,4205.43,5.4
I01240,O00171,P0454,3,1688.27,85.44
I01241,O00061,P0007,2,3681.63,79.13
I01242,O00187,P0404,4,8408.56,71.98
I01243,O00801,P0105,2,1334.12,8.9
I01244,O00481,P0224,2,4028.99,56.1
I01245,O00560,P0402,3,2085.99,28.41
I01246,O00744,P0200,5,7680.07,43.87
I01247,O00809,P0451,5,5652.82,36.08
I01248,O00507,P0419,4,6861.26,1.41
I01249,O00617,P0049,2,6793.6,67.61
I01250,O00083,P0105,3,4447.28,53.67
I01251,O00374,P0384,1,5109.17,14.29
I01252,O00762,P0031,4,4997.18,25.62
I01253,O00742,P0471,1,3574.28,70.65
I01254,O00310,P0397,-2,644.79,7.37
I01255,O00567,P0128,3,2204.05,17.01
I01256,O00620,P0398,1,8298.87,72.44
I01257,O00762,P0456,2,1946.2,54.69
I01258,O00504,P0191,3,9041.12,73.62
I01259,O00130,P0257,2,6378.39,49.33
I01260,O00667,P0414,5,2912.72,14.62
I01261,O00285,P0012,1,7782.99,96.46
I01262,O00909,P0046,4,4936.53,40.19
I01263,O00139,P0300,5,7366.43,63.03
I01264,O00380,P0231,3,8083.16,10.23
I01265,O00850,P0470,3,3486.13,14.49
I01266,O00437,P0143,3,4415.85,90.76
I01267,O00987,P0168,2,9590.65,54.21
I01268,O00925,P0434,1,4421.91,90.19
I01269,O00776,P0342,5,1685.99,79.87
I01270,O00202,P0320,4,6571.9,61.7
I01271,O00246,P0209,4,7465.09,52.51
I01272,O00523,P0082,4,5809.35,94.91
I01273,O00442,P0275,4,373.88,14.17
I01274,O00034,P0325,2,4841.47,22.84
I01275,O00067,P0356,2,8067.86,39.67
I01276,O00029,P0309,1,1110.87,59.81
I01277,O00764,P0400,1,7329.64,32.93
I01278,O00860,P0380,4,4919.23,86.57
I01279,O00992,P0324,2,7853.16,34.26
I01280,O00064,P0136,3,8396.54,48.17
I01281,O00468,P0216,2,5116.3,18.77
I01282,O00963,P0203,2,6929.06,89.16
I01283,O00004,P0139,1,8184.65,2.77
I01284,O00689,P0386,3,9546.82,12.27
I01285,O00944,P0493,4,5014.23,90.37
I01286,O00606,P0290,3,6053.15,18.86
I01287,O00614,P0073,-3,2005.3,0.16
I01288,O00176,P0087,2,1345.37,41.92
I01289,O00799,P0319,3,3343.93,40.73
I01290,O00146,P0345,3,4221.88,26.8
I01291,O00188,P0168,2,7096.59,34.06
I01292,O00565,P0385,4,4857.79,15.9
I01293,O00972,P0490,4,3793.65,98.36
I01294,O00785,P0033,3,8812.26,48.06
I01295,O00597,P0264,3,5282.74,38.22
I01296,O00099,P0192,2,4225.57,94.71
I01297,O00229,P0257,3,6429.83,40.51
I01298,O00970,P0031,1,3559.91,31.84
I01299,O00340,P0220,5,9377.42,25.82
I01300,O00417,P0192,5,3266.98,5.95
I01301,O00821,P0215,5,9009.09,56.86
I01302,O00478,P0413,4,9694.06,84.32
I01303,O00215,P0357,5,2896.3,15.09
I01304,O00264,P0432,1,5564.01,30.68
I01305,O00334,P0172,1,5224.92,0.22
I01306,O00222,P0218,3,5015.66,95.57
I01307,O00677,P0051,5,5669.05,22.79
I01308,O00159,P0037,1,4070.56,49.09
I01309,O00164,P0140,1,4632.1,27.55
I01310,O00843,P0318,1,573.49,34.49
I01311,O00769,P0368,5,6978.92,58.26
I01312,O00727,P0119,3,2560.12,80.98
I01313,O00092,P0320,4,2848.6,10.42
I01314,O00617,P0008,1,6474.92,77.13
I01315,O00822,P0153,2,747.72,57.69
I01316,O00787,P0328,4,4738.3,54.45
I01317,O00404,P0229,1,5552.46,12.02
I01318,O00923,P0137,3,7787.93,44.69
I01319,O00270,P0076,2,6580.2,20.8
I01320,O00115,P0028,-2,4592.2,58.81
I01321,O00764,P0240,1,8191.74,10.82
I01322,O00203,P0003,1,1190.97,21.75
I01323,O00802,P0458,2,6100.61,71.58
I01324,O00869,P0007,3,3231.28,72.07
I01325,O00562,P0169,1,9137.53,66.33
I01326,O00522,P0401,1,6703.99,59.34
I01327,O00068,P0183,2,5286.5,7.99
I01328,O00032,P0140,2,8208.25,3.89
I01329,O00313,P0330,4,5429.09,84.84
I01330,O00929,P0124,2,8359.75,84.11
I01331,O00919,P0039,4,994.64,67.58
I01332,O00697,P0091,1,3023.12,98.47
I01333,O00249,P0045,1,2734.64,5.49
I01334,O00152,P0308,5,6422.44,49.37
I01335,O00081,P0138,1,1411.96,54.85
I01336,O00380,P0484,1,8726.16,8.21
I01337,O00045,P0360,1,9879.47,27.76
I01338,O00474,P0024,2,6930.7,56.16
I01339,O00091,P0396,2,2306.66,24.85
I01340,O00800,P0266,5,6541.61,43.37
I01341,O00332,P0490,1,3993.26,21.57
I01342,O00567,P0324,3,1994.52,63.49
I01343,O00955,P0198,4,5302.47,23.31
I01344,O00483,P0271,4,6542.41,50.09
I01345,O00458,P0330,1,3485.29,0.47
I01346,O00082,P0254,5,9282.32,13.75
I01347,O00396,P0483,1,3338.21,96.81
I01348,O00033,P0485,1,4474.59,18.59
I01349,O00793,P0367,1,7869.82,52.4
I01350,O00408,P0170,1,2535.63,86.47
I01351,O00204,P0084,1,1345.94,71.57
I01352,O00673,P0488,5,4678.18,47.87
I01353,O00585,P0041,-5,4875.65,34.89
I01354,O00602,P0417,5,3227.62,51.6
I01355,O00760,P0002,5,8960.26,21.68
I01356,O00059,P0113,2,5161.3,79.33
I01357,O00379,P0476,2,2003.09,3.65
I01358,O00074,P0045,4,1515.87,37.3
I01359,O00296,P0011,1,4079.21,94.65
I01360,O00089,P0496,3,5319.56,62.24
I01361,O00266,P0351,2,5263.06,68.33
I01362,O00611,P0429,3,2555.04,36.06
I01363,O00804,P0087,2,4392.83,46.78
I01364,O00724,P0106,4,4273.91,99.41
I01365,O00738,P0348,3,6494.11,60.72
I01366,O00798,P0024,1,9411.65,52.0
I01367,O00287,P0033,5,2011.78,17.57
I01368,O00661,P0104,1,3709.33,90.53
I01369,O00601,P0168,3,5062.96,37.52
I01370,O00899,P0050,2,2357.55,19.19
I01371,O00181,P0244,3,7009.1,29.7
I01372,O00668,P0495,3,516.32,73.64
I01373,O00499,P0280,1,9057.83,55.41
I01374,O00091,P0497,5,7068.2,63.51
I01375,O00306,P0133,2,5644.9,57.74
I01376,O00875,P0329,2,377.02,82.07
I01377,O00666,P0310,3,6501.08,77.25
I01378,O00340,P0297,3,5544.48,4.51
I01379,O00994,P0010,5,9040.4,47.37
I01380,O00216,P0172,3,7473.77,99.4
I01381,O00890,P0039,5,1810.35,5.84
I01382,O00592,P0094,2,6830.76,3.67
I01383,O00836,P0295,3,9800.49,10.84
I01384,O00663,P0225,2,6911.05,81.21
I01385,O00103,P0030,3,2940.92,54.36
I01386,O00485,P0155,-4,7327.63,28.95
I01387,O00139,P0098,5,5650.85,30.34
I01388,O00028,P0390,2,8207.58,24.98
I01389,O00104,P0195,2,2705.13,36.12
I01390,O00299,P0350,1,4612.88,19.73
I01391,O00391,P0458,4,8968.58,49.27
I01392,O00241,P0202,4,9073.81,87.22
I01393,O00426,P0423,4,948.57,52.98
I01394,O00482,P0262,1,4287.69,21.68
I01395,O00231,P0046,3,4152.44,55.77
I01396,O00516,P0378,4,4849.36,68.28
I01397,O00927,P0122,5,8754.35,17.47
I01398,O00932,P0121,3,8765.71,60.49
I01399,O00173,P0241,5,7976.9,55.38
I01400,O00457,P0351,5,2352.12,54.57
I01401,O00352,P0213,1,7030.06,28.67
I01402,O00583,P0489,4,9054.7,76.97
I01403,O00588,P0403,3,9471.56,99.05
I01404,O00299,P0347,2,9747.94,24.47
I01405,O00397,P0313,2,547.06,10.02
I01406,O00309,P0163,4,8024.69,82.77
I01407,O00042,P0140,4,7230.87,13.69
I01408,O00386,P0489,5,367.25,85.61
I01409,O00354,P0262,5,6521.29,20.96
I01410,O00645,P0127,2,6202.84,30.27
I01411,O00231,P0367,3,1036.53,44.7
I01412,O00960,P0341,1,2445.66,57.79
I01413,O00256,P0038,2,9106.25,90.98
I01414,O00297,P0117,1,855.06,48.31
I01415,O00883,P0476,3,7442.2,75.53
I01416,O00275,P0308,1,4313.63,35.87
I01417,O00395,P0263,2,4132.29,54.08
I01418,O00993,P0150,4,7539.44,27.52
I01419,O00799,P0425,-3,7157.79,28.17
I01420,O00090,P0018,2,1894.63,51.83
I01421,O00523,P0326,5,2865.8,19.19
I01422,O00403,P0350,2,1452.68,87.39
I01423,O00997,P0339,1,3341.53,51.68
I01424,O00603,P0376,3,8455.95,20.72
I01425,O00765,P0141,3,5452.39,70.76
I01426,O00715,P0398,1,3605.44,53.24
I01427,O00888,P0321,1,2406.46,65.33
I01428,O00612,P0474,1,6812.61,75.27
I01429,O00704,P0157,4,3523.7,75.65
I01430,O00844,P0087,2,1786.26,99.51
I01431,O00507,P0142,3,293.42,49.67
I01432,O00611,P0232,3,8435.94,51.14
I01433,O00313,P0085,5,8652.49,28.06
I01434,O00813,P0044,5,4674.45,74.62
I01435,O00270,P0054,1,8919.13,80.79
I01436,O00896,P0229,4,5174.33,61.26
I01437,O00531,P0498,5,4765.58,0.64
I01438,O00749,P0433,1,3937.33,3.06
I01439,O00644,P0399,3,9141.21,15.7
I01440,O00736,P0454,2,2091.07,15.86
I01441,O00532,P0328,3,3521.71,9.7
I01442,O00294,P0428,3,5475.8,53.41
I01443,O00863,P0024,4,9938.27,67.87
I01444,O00408,P0134,1,6951.83,32.1
I01445,O00494,P0161,2,5724.94,45.86
I01446,O00645,P0034,3,9397.4,91.41
I01447,O00458,P0402,1,2999.85,65.71
I01448,O00937,P0284,3,5951.38,93.79
I01449,O00746,P0306,3,9252.92,61.49
I01450,O00320,P0327,5,7402.1,53.19
I01451,O00001,P0277,4,9503.44,82.17
I01452,O00502,P0247,-1,7643.04,44.23
I01453,O00750,P0168,3,6707.21,93.08
I01454,O00958,P0292,4,4260.12,83.81
I01455,O00394,P0234,5,2390.26,98.83
I01456,O00456,P0399,4,6437.88,23.93
I01457,O00346,P0432,1,2761.55,32.09
I01458,O00700,P0227,3,2148.15,90.93
I01459,O00418,P0392,1,8100.67,82.17
I01460,O00111,P0239,2,4550.47,2.65
I01461,O00365,P0377,4,4544.59,21.49
I01462,O00550,P0197,3,9475.62,77.5
I01463,O00789,P0270,4,3369.18,28.57
I01464,O00527,P0033,4,4336.41,74.83
I01465,O00788,P0011,2,8819.27,11.72
I01466,O00360,P0211,3,2533.72,4.61
I01467,O00763,P0017,5,1686.27,30.55
I01468,O00445,P0217,1,1846.51,1.08
I01469,O00887,P0326,1,970.12,0.52
I01470,O00193,P0429,3,9414.95,30.61
I01471,O00483,P0442,4,8736.65,70.39
I01472,O00779,P0261,4,3821.07,33.49
I01473,O00643,P0064,1,6472.73,52.45
I01474,O00480,P0185,4,5030.5,13.05
I01475,O00219,P0018,1,4432.98,29.3
I01476,O00822,P0250,3,6235.57,81.37
I01477,O00095,P0200,5,7900.24,39.6
I01478,O00830,P0208,5,641.48,0.57
I01479,O00131,P0111,2,855.3,87.88
I01480,O00385,P0314,1,9061.54,42.09
I01481,O00823,P0166,5,3304.83,27.83
I01482,O00450,P0001,2,3991.56,37.68
I01483,O00478,P0065,2,6439.76,94.6
I01484,O00504,P0389,3,1137.75,59.42
I01485,O00385,P0299,-5,3220.62,75.49
I01486,O00275,P0437,5,2883.45,60.75
I01487,O00652,P0419,5,5702.82,91.51
I01488,O00644,P0314,2,5099.99,97.82
I01489,O00952,P0396,3,6829.48,73.29
I01490,O00242,P0081,1,8881.84,76.3
I01491,O00614,P0063,3,9695.31,23.81
I01492,O00564,P0441,5,6734.03,32.82
I01493,O00358,P0187,4,5380.25,50.12
I01494,O00125,P0316,4,2834.98,87.27
I01495,O00722,P0322,3,726.81,77.95
I01496,O00814,P0449,3,6298.09,57.99
I01497,O00927,P0180,3,7682.57,32.0
I01498,O00990,P0074,5,4615.51,23.38
I01499,O00509,P0286,5,2100.31,84.0
I01500,O00943,P0396,1,2001.0,93.74
I01501,O00369,P0129,1,8923.77,14.89
I01502,O00210,P0268,5,9577.55,35.82
I01503,O00745,P0402,5,9464.76,85.77
I01504,O00178,P0017,5,4207.18,75.54
I01505,O00686,P0477,3,8253.19,64.32
I01506,O00821,P0256,2,8968.58,40.73
I01507,O00936,P0492,2,7060.3,34.07
I01508,O00151,P0277,4,6275.49,79.1
I01509,O00220,P0374,1,6175.26,30.56
I01510,O00363,P0009,4,1501.78,69.31
I01511,O00698,P0170,4,8595.66,58.78
I01512,O00202,P0433,1,2461.97,95.11
I01513,O00307,P0321,3,5550.67,35.09
I01514,O00126,P0195,2,2986.74,13.61
I01515,O00528,P0434,2,6328.52,20.64
I01516,O00049,P0371,2,8104.44,32.22
I01517,O00713,P0003,2,8112.27,69.0
I01518,O00305,P0192,-4,7650.73,10.4
I01519,O00051,P0127,4,4178.14,81.05
I01520,O00020,P0262,5,3745.97,74.23
I01521,O00890,P0211,1,8961.78,46.05
I01522,O00959,P0337,3,3564.02,5.98
I01523,O00790,P0466,5,7893.26,99.04
I01524,O00579,P0387,4,3879.22,68.31
I01525,O00517,P0227,5,936.3,61.84
I01526,O00215,P0033,4,2682.93,34.86
I01527,O00686,P0471,5,1216.94,21.88
I01528,O00075,P0022,5,7736.95,96.85
I01529,O00565,P0485,5,3751.89,79.84
I01530,O00212,P0108,4,9446.28,57.42
I01531,O00016,P0016,2,2384.75,65.46
I01532,O00158,P0449,4,4691.31,97.66
I01533,O00014,P0190,2,532.61,34.58
I01534,O00044,P0205,5,2474.6,58.22
I01535,O00131,P0158,4,5060.79,17.09
I01536,O00512,P0234,5,923.1,81.13
I01537,O00531,P0451,2,413.89,81.69
I01538,O00571,P0277,1,9989.52,52.29
I01539,O00548,P0345,5,5704.55,56.39
I01540,O00617,P0219,2,5076.44,21.64
I01541,O00005,P0253,4,5281.87,21.51
I01542,O00922,P0200,1,2654.59,77.13
I01543,O00448,P0425,5,8532.27,82.92
I01544,O00886,P0495,2,9292.35,33.16
I01545,O00134,P0096,4,445.9,32.18
I01546,O00628,P0266,4,9582.23,79.14
I01547,O00785,P0429,1,9360.26,3.76
I01548,O00146,P0481,1,7727.88,66.25
I01549,O00684,P0060,5,1887.14,13.26
I01550,O00587,P0380,2,4018.51,34.32
I01551,O00325,P0195,-1,6145.96,52.59
I01552,O00092,P0195,1,2666.44,59.14
I01553,O00254,P0095,4,2695.62,78.95
I01554,O00988,P0005,3,8135.31,14.64
I01555,O00439,P0227,4,7948.59,8.39
I01556,O00408,P0272,3,854.76,77.72
I01557,O00398,P0354,5,8829.87,91.33
I01558,O00586,P0492,4,7442.8,36.58
I01559,O00476,P0070,1,3202.43,13.57
I01560,O00762,P0115,1,2305.43,64.87
I01561,O00471,P0492,5,8318.41,66.82
I01562,O00644,P0083,5,4309.76,7.74
I01563,O00764,P0172,1,384.91,22.65
I01564,O00355,P0297,5,4529.7,83.17
I01565,O00379,P0322,1,1698.79,4.59
I01566,O00641,P0038,2,5419.9,73.8
I01567,O00690,P0256,3,2176.72,96.62
I01568,O00557,P0323,3,651.17,31.65
I01569,O00721,P0319,2,9543.91,20.73
I01570,O00911,P0203,1,3830.63,50.9
I01571,O00754,P0183,2,5005.06,27.82
I01572,O00813,P0312,2,8381.8,33.84
I01573,O00170,P0017,4,7056.41,33.92
I01574,O00769,P0328,4,7324.11,63.29
I01575,O00687,P0374,1,7779.25,90.29
I01576,O00681,P0156,3,9166.35,89.72
I01577,O00596,P0414,5,6269.66,9.16
I01578,O00753,P0225,3,2218.97,14.15
I01579,O00036,P0015,3,7501.02,81.72
I01580,O00274,P0061,2,1198.19,61.77
I01581,O00960,P0268,3,6809.8,89.05
I01582,O00450,P0084,2,7352.43,82.12
I01583,O00320,P0246,5,4214.7,49.64
I01584,O00763,P0281,-4,3884.06,53.51
I01585,O00214,P0276,4,4403.96,45.31
I01586,O00891,P0396,1,4194.81,94.46
I01587,O00255,P0267,1,3034.6,84.09
I01588,O00225,P0047,3,6224.58,20.75
I01589,O00955,P0498,4,5339.46,72.75
I01590,O00965,P0096,3,3143.81,4.21
I01591,O00919,P0159,2,2744.65,43.78
I01592,O00582,P0238,1,493.18,94.66
I01593,O00323,P0234,4,4015.04,39.82
I01594,O00148,P0413,2,676.24,45.9
I01595,O00188,P0115,4,306.08,29.67
I01596,O00992,P0444,3,6739.44,53.74
I01597,O00251,P0168,1,3830.0,40.1
I01598,O00405,P0058,1,7032.48,74.89
I01599,O00052,P0015,2,2389.19,80.86
I01600,O00222,P0297,5,1403.77,38.57
I01601,O00380,P0087,4,4989.01,35.89
I01602,O00805,P0276,5,5225.62,68.31
I01603,O00353,P0042,1,3503.47,77.39
I01604,O00745,P0480,1,748.46,69.77
I01605,O00291,P0140,4,9079.08,72.32
I01606,O00267,P0350,3,2824.47,38.0
I01607,O00027,P0394,5,7773.23,17.89
I01608,O00560,P0466,3,9600.45,32.84
I01609,O00412,P0471,3,6360.88,92.06
I01610,O00476,P0488,5,1356.34,99.62
I01611,O00293,P0340,5,2585.51,43.36
I01612,O00009,P0017,2,2891.93,17.91
I01613,O00247,P0451,2,2017.01,18.96
I01614,O00207,P0369,3,5066.82,38.98
I01615,O00267,P0356,2,5854.53,73.08
I01616,O00041,P0197,4,1934.22,9.44
I01617,O00252,P0170,-2,8504.0,77.55
I01618,O00892,P0258,4,5501.73,2.4
I01619,O00277,P0369,2,6562.73,93.73
I01620,O00550,P0379,4,1814.38,20.72
I01621,O00457,P0395,4,5757.34,47.35
I01622,O00910,P0011,3,7950.13,18.82
I01623,O00158,P0174,1,2592.83,83.23
I01624,O00427,P0447,5,2808.06,82.07
I01625,O00984,P0180,5,5041.58,99.14
I01626,O00222,P0451,3,7580.89,75.89
I01627,O00701,P0320,1,1416.52,58.16
I01628,O00959,P0143,3,9770.12,37.03
I01629,O00756,P0355,1,5970.79,96.34
I01630,O00196,P0022,3,7864.21,74.33
I01631,O00255,P0209,2,7154.81,58.72
I01632,O00351,P0291,1,1687.27,58.57
I01633,O00103,P0193,5,4226.67,36.13
I01634,O00376,P0285,1,5004.01,21.07
I01635,O00185,P0207,4,4913.46,27.96
I01636,O00492,P0284,2,8723.6,36.95
I01637,O00150,P0485,3,5608.29,55.89
I01638,O00592,P0295,1,9288.21,68.06
I01639,O00139,P0033,4,9497.43,3.42
I01640,O00976,P0394,1,5405.12,94.1
I01641,O00140,P0121,4,3835.23,26.93
I01642,O00242,P0144,5,8053.32,7.6
I01643,O00188,P0417,4,3169.29,62.18
I01644,O00860,P0370,2,8379.15,17.47
I01645,O00420,P0454,5,7982.1,69.32
I01646,O00898,P0421,1,4989.67,9.6
I01647,O00354,P0422,2,5533.66,8.92
I01648,O00997,P0461,5,9381.35,6.69
I01649,O00416,P0225,4,2056.41,46.18
I01650,O00877,P0364,-3,7802.84,54.62
I01651,O00689,P0428,3,1136.08,67.32
I01652,O00893,P0361,5,4790.35,13.83
I01653,O00478,P0294,4,8593.18,65.63
I01654,O00479,P0264,1,4030.29,84.2
I01655,O00545,P0116,3,218.52,29.43
I01656,O00367,P0488,3,5517.13,18.45
I01657,O00082,P0259,3,991.44,89.18
I01658,O00227,P0024,4,7871.64,31.86
I01659,O00075,P0021,1,7633.47,0.79
I01660,O00994,P0069,3,6178.89,67.44
I01661,O00314,P0306,4,4382.1,63.42
I01662,O00392,P0027,4,7864.18,15.31
I01663,O00369,P0423,4,9825.86,29.25
I01664,O00122,P0267,5,2813.77,60.28
I01665,O00097,P0220,2,9144.72,71.14
I01666,O00425,P0280,5,2098.72,6.36
I01667,O00485,P0011,5,329.94,26.24
I01668,O00200,P0325,3,9732.57,49.97
I01669,O00958,P0337,5,5769.42,90.85
I01670,O00391,P0316,2,8140.92,28.52
I01671,O00550,P0002,4,366.64,65.24
I01672,O00807,P0495,2,8584.22,41.67
I01673,O00112,P0477,5,6832.17,13.3
I01674,O00800,P0250,5,3945.46,46.17
I01675,O00428,P0004,2,8115.83,10.86
I01676,O00500,P0325,5,2412.15,43.28
I01677,O00445,P0059,1,2457.15,56.94
I01678,O00463,P0385,5,2789.72,69.11
I01679,O00290,P0435,3,1485.74,12.26
I01680,O00722,P0255,4,2165.41,42.83
I01681,O00528,P0116,1,1979.89,28.93
I01682,O00251,P0321,1,1172.99,76.68
I01683,O00018,P0130,-1,6678.07,39.27
I01684,O00319,P0497,4,8178.56,72.48
I01685,O00029,P0301,1,5865.69,16.69
I01686,O00899,P0442,3,7268.3,2.95
I01687,O00654,P0152,5,1764.18,69.44
I01688,O00034,P0407,1,1305.55,75.75
I01689,O00096,P0315,2,8372.93,61.14
I01690,O00334,P0438,2,9558.09,99.47
I01691,O00166,P0132,3,701.03,74.43
I01692,O00802,P0458,2,9440.48,8.76
I01693,O00529,P0232,1,3945.66,15.9
I01694,O00802,P0438,5,2754.9,71.39
I01695,O00102,P0326,1,1593.45,53.96
I01696,O00117,P0078,5,205.37,3.07
I01697,O00065,P0433,3,8162.4,21.4
I01698,O00334,P0096,3,9232.16,83.08
I01699,O00109,P0434,3,2028.38,65.03
I01700,O00272,P0008,2,5403.99,35.14
I01701,O00900,P0147,1,5178.24,58.25
I01702,O00879,P0284,2,320.42,92.92
I01703,O00577,P0031,2,5508.25,35.77
I01704,O00761,P0020,3,1731.79,10.05
I01705,O00268,P0412,4,3438.14,20.54
I01706,O00695,P0069,3,3476.61,1.17
I01707,O00499,P0150,2,6370.35,34.72
I01708,O00668,P0438,4,2898.63,18.28
I01709,O00750,P0310,2,6697.5,60.51
I01710,O00044,P0192,2,4679.65,84.6
I01711,O00388,P0350,5,3240.59,37.07
I01712,O00209,P0447,5,1715.76,19.15
I01713,O00752,P0144,2,1780.57,31.29
I01714,O00995,P0077,2,4478.67,10.12
I01715,O00088,P0489,4,1917.54,44.26
I01716,O00462,P0025,-3,7721.5,72.96
I01717,O00636,P0094,1,3069.81,97.14
I01718,O00345,P0039,4,1404.58,60.37
I01719,O00326,P0040,4,6954.45,7.86
I01720,O00803,P0473,2,6799.58,60.53
I01721,O00881,P0341,5,2103.95,66.1
I01722,O00141,P0340,3,992.21,46.33
I01723,O00674,P0204,5,5426.59,90.27
I01724,O00056,P0064,5,2018.71,4.56
I01725,O00766,P0011,2,4829.73,13.85
I01726,O00291,P0296,4,9498.48,61.94
I01727,O00026,P0032,3,3151.68,9.46
I01728,O00139,P0241,2,348.05,15.81
I01729,O00853,P0280,1,4836.37,88.38
I01730,O00595,P0097,2,3539.42,15.65
I01731,O00174,P0294,4,1985.9,14.83
I01732,O00151,P0389,1,4503.59,34.07
I01733,O00594,P0484,3,4964.63,81.92
I01734,O00615,P0439,5,1782.17,35.86
I01735,O00764,P0062,4,4686.12,29.6
I01736,O00178,P0346,5,7882.52,12.29
I01737,O00613,P0400,4,3644.79,21.71
I01738,O00377,P0455,2,7664.81,49.6
I01739,O00794,P0431,4,5142.79,46.85
I01740,O00343,P0142,3,5063.69,83.64
I01741,O00286,P0454,3,6601.8,44.79
I01742,O00265,P0169,3,7234.83,46.45
I01743,O00525,P0391,5,6153.69,28.62
I01744,O00712,P0187,1,1704.25,37.46
I01745,O00880,P0071,2,7743.02,84.05
I01746,O00119,P0338,4,1175.3,66.56
I01747,O00246,P0081,2,2814.84,84.32
I01748,O00568,P0166,5,9688.58,3.24
I01749,O00878,P0226,-1,5473.46,13.86
I01750,O00086,P0334,5,4430.11,64.42
I01751,O00311,P0305,1,8919.08,22.59
I01752,O00324,P0280,2,2645.94,66.2
I01753,O00300,P0074,4,2905.56,85.04
I01754,O00211,P0080,5,7872.46,21.26
I01755,O00133,P0078,2,3186.98,84.71
I01756,O00396,P0127,3,2246.6,77.58
I01757,O00217,P0110,1,1649.86,37.94
I01758,O00636,P0036,2,3223.65,11.22
I01759,O00883,P0144,5,5894.11,52.92
I01760,O00247,P0068,4,6165.16,37.12
I01761,O00188,P0383,3,8511.95,50.4
I01762,O00573,P0319,3,9838.72,20.1
I01763,O00750,P0381,3,2849.2,98.1
I01764,O00872,P0500,2,3842.99,56.12
I01765,O00361,P0120,4,4572.22,97.01
I01766,O00568,P0303,5,8269.0,19.69
I01767,O00921,P0346,5,2240.48,98.75
I01768,O00187,P0483,4,449.24,85.05
I01769,O00823,P0064,5,7426.57,0.79
I01770,O00104,P0050,5,5401.68,71.22
I01771,O00917,P0033,4,5426.62,91.48
I01772,O00612,P0009,1,6974.61,54.45
I01773,O00132,P0203,2,9214.28,40.18
I01774,O00685,P0289,3,2812.04,45.36
I01775,O00580,P0065,4,6845.19,59.67
I01776,O00949,P0298,4,4050.56,35.93
I01777,O00376,P0072,3,3786.45,53.18
I01778,O00415,P0100,1,5537.15,1.7
I01779,O00338,P0459,2,5745.54,95.79
I01780,O00911,P0010,5,4359.88,15.21
I01781,O00919,P0449,3,2497.21,45.17
I01782,O00189,P0478,-5,6771.37,91.85
I01783,O00221,P0013,3,6447.07,44.46
I01784,O00080,P0171,2,6947.7,13.72
I01785,O00946,P0216,5,6553.23,62.33
I01786,O00845,P0122,4,7804.16,20.51
I01787,O00525,P0374,1,6348.17,85.81
I01788,O00184,P0175,2,2890.03,70.55
I01789,O00676,P0169,3,4985.6,32.03
I01790,O00247,P0022,5,2152.78,60.94
I01791,O00257,P0379,5,6283.48,1.1
I01792,O00644,P0426,2,6532.8,92.34
I01793,O00342,P0225,2,8167.81,60.28
I01794,O00808,P0154,4,8653.62,59.64
I01795,O00612,P0351,1,889.79,91.01
I01796,O00411,P0247,3,660.13,60.15
I01797,O00524,P0029,3,2338.63,65.77
I01798,O00044,P0194,1,9629.67,92.92
I01799,O00853,P0108,1,4893.09,15.22
I01800,O00731,P0273,4,1327.29,81.84
I01801,O00158,P0274,4,4471.42,73.74
I01802,O00181,P0233,5,8181.41,91.07
I01803,O00228,P0045,2,8332.85,31.02
I01804,O00283,P0102,3,3268.67,0.38
I01805,O00278,P0012,1,9043.09,38.5
I01806,O00108,P0085,3,9665.05,24.3
I01807,O00798,P0184,5,7149.21,27.93
I01808,O00402,P0218,1,5277.65,85.5
I01809,O00444,P0158,4,2362.58,0.43
I01810,O00098,P0366,3,2605.16,10.17
I01811,O00783,P0381,2,3440.81,96.5
I01812,O00273,P0430,2,5192.13,96.29
I01813,O00577,P0053,1,5539.47,1.45
I01814,O00595,P0168,2,7073.6,47.08
I01815,O00922,P0316,-4,5394.27,70.46
I01816,O00259,P0193,1,3213.92,90.02
I01817,O00138,P0499,4,3425.03,6.6
I01818,O00215,P0009,3,7877.94,52.62
I01819,O00520,P0317,3,2427.74,99.19
I01820,O00433,P0366,5,2504.52,55.53
I01821,O00176,P0391,1,7281.14,33.76
I01822,O00966,P0353,1,3337.61,5.0
I01823,O00644,P0201,2,9623.07,78.63
I01824,O00418,P0491,3,2126.59,3.32
