order_id,customer_id,order_date,status,region_code
O00877,C0445,2025-12-21 14:39:58,RETURNED,WEST
O00878,C0035,2025-08-16 14:50:58,RETURNED,EAST
O00879,C0233,2025-09-28 15:30:58,RETURNED,NORTH
O00880,,2025-09-03 00:18:58,DELIVERED,SOUTH
O00881,C0169,2025-06-26 06:29:58,PLACED,EAST
O00882,C0299,2025-06-22 19:29:58,CANCELLED,NORTH
O00883,C0386,2026-05-29 13:00:58,PLACED,WEST
O00884,C0217,2025-06-26 15:08:58,PLACED,WEST
O00885,C0488,2026-04-23 00:23:58,DELIVERED,SOUTH
O00886,C0242,2026-02-27 10:00:58,CANCELLED,SOUTH
O00887,C0186,2025-08-25 01:49:58,PLACED,NORTH
O00888,C0229,2025-12-20 19:02:58,CANCELLED,SOUTH
O00889,C0045,2025-06-08 07:28:58,PLACED,SOUTH
O00890,C0330,2025-10-06 23:24:58,PLACED,NORTH
O00891,C0220,2025-08-30 12:48:58,RETURNED,SOUTH
O00892,C0230,2026-03-03 20:38:58,CANCELLED,NORTH
O00893,C0152,2025-07-19 18:12:58,CANCELLED,EAST
O00894,C0014,2026-03-14 11:39:58,CANCELLED,SOUTH
O00895,C0209,2025-08-15 20:10:58,RETURNED,SOUTH
O00896,C0025,2025-08-16 22:43:58,SHIPPED,SOUTH
O00897,C0115,2025-05-22 01:32:58,DELIVERED,EAST
O00898,C0378,2025-09-02 13:18:58,SHIPPED,NORTH
O00899,C0161,2025-11-12 22:57:58,RETURNED,EAST
O00900,,,DELIVERED,NORTH
O00901,C0444,2025-07-23 13:01:58,SHIPPED,EAST
O00902,C0495,2025-09-18 10:11:58,DELIVERED,NORTH
O00903,C0417,2025-09-28 09:46:58,DELIVERED,NORTH
O00904,C0256,2025-06-30 08:36:58,CANCELLED,NORTH
O00905,C0402,2025-06-10 23:47:58,DELIVERED,SOUTH
O00906,C0457,2025-05-27 06:48:58,PLACED,EAST
O00907,C0036,2026-05-10 05:03:58,RETURNED,EAST
O00908,C0340,2025-07-10 00:26:58,SHIPPED,NORTH
O00909,C0261,2025-08-18 23:44:58,PLACED,EAST
O00910,C0321,2026-04-28 10:50:58,PLACED,NORTH
O00911,C0103,2025-10-15 04:53:58,CANCELLED,SOUTH
O00912,C0124,2025-10-26 09:18:58,CANCELLED,NORTH
O00913,C0140,2025-05-21 13:49:58,DELIVERED,WEST
O00914,C0479,2026-07-14 00:16:58,PLACED,EAST
O00915,C0175,2025-09-04 04:45:58,DELIVERED,NORTH
O00916,C0162,2026-05-12 15:40:58,RETURNED,NORTH
O00917,C0479,2026-07-25 00:09:58,SHIPPED,SOUTH
O00918,C0065,2026-07-18 07:35:58,RETURNED,WEST
O00919,C0463,2025-05-31 01:17:58,DELIVERED,NORTH
O00920,,2025-07-15 02:06:58,SHIPPED,WEST
O00921,C0142,2026-01-15 09:44:58,PLACED,WEST
O00922,C0366,2025-05-28 22:51:58,DELIVERED,SOUTH
O00923,C0011,2026-01-02 20:10:58,SHIPPED,EAST
O00924,C0376,2025-06-06 00:47:58,CANCELLED,WEST
O00925,C0033,2026-06-11 09:58:58,SHIPPED,SOUTH
O00926,C0041,2026-03-18 12:58:58,RETURNED,SOUTH
O00927,C0216,2026-07-17 04:56:58,RETURNED,SOUTH
O00928,C0381,2026-08-03 02:47:58,DELIVERED,NORTH
O00929,C0406,2026-07-17 08:10:58,PLACED,NORTH
O00930,C0459,2026-04-17 13:26:58,DELIVERED,SOUTH
O00931,C0415,2025-12-11 18:25:58,DELIVERED,SOUTH
O00932,C0429,2025-10-16 21:01:58,RETURNED,WEST
O00933,C0182,2026-03-28 01:31:58,SHIPPED,EAST
O00934,C0421,2026-02-22 02:00:58,PLACED,SOUTH
O00935,C0476,2025-07-13 14:53:58,PLACED,EAST
O00936,C0334,2026-06-16 19:08:58,RETURNED,NORTH
O00937,C0035,2025-07-14 05:27:58,CANCELLED,SOUTH
O00938,C0153,2026-01-07 14:06:58,SHIPPED,EAST
O00939,C0165,2026-06-29 07:17:58,SHIPPED,EAST
O00940,,2026-01-05 18:12:58,DELIVERED,WEST
O00941,C0085,2026-05-24 22:00:58,SHIPPED,WEST
O00942,C0465,2026-07-30 18:57:58,RETURNED,SOUTH
O00943,C0387,2025-07-31 20:17:58,CANCELLED,NORTH
O00944,C0003,2026-04-17 05:44:58,CANCELLED,NORTH
O00945,C0349,2026-03-16 11:45:58,DELIVERED,WEST
O00946,C0306,2025-09-29 08:43:58,SHIPPED,EAST
O00947,C0463,2025-06-04 09:56:58,SHIPPED,EAST
O00948,C0170,2025-09-09 23:57:58,CANCELLED,NORTH
O00949,C0485,2025-09-14 01:16:58,DELIVERED,NORTH
O00950,C0200,2025-12-18 01:49:58,PLACED,WEST
O00951,C0447,2026-05-03 11:04:58,CANCELLED,EAST
O00952,C0237,2026-01-15 09:59:58,RETURNED,EAST
O00953,C0464,2026-01-10 12:46:58,SHIPPED,NORTH
O00954,C0488,2025-09-15 12:27:58,RETURNED,WEST
O00955,C0268,2026-05-22 01:47:58,RETURNED,WEST
O00956,C0295,2026-03-05 09:02:58,RETURNED,SOUTH
O00957,C0132,2025-08-31 11:12:58,SHIPPED,EAST
O00958,C0076,2025-11-30 16:59:58,PLACED,EAST
O00959,C0047,2025-06-14 04:10:58,SHIPPED,EAST
O00960,,2025-07-12 14:35:58,RETURNED,SOUTH
O00961,C0140,2025-09-09 09:30:58,SHIPPED,EAST
O00962,C0331,2025-08-19 16:18:58,PLACED,WEST
O00963,C0224,2025-10-04 14:08:58,CANCELLED,WEST
O00964,C0071,2026-08-06 08:36:58,DELIVERED,NORTH
O00965,C0190,2026-03-23 17:23:58,CANCELLED,WEST
O00966,C0274,2025-07-03 22:31:58,RETURNED,NORTH
O00967,C0263,2026-04-20 17:06:58,RETURNED,NORTH
O00968,C0375,2025-12-07 07:17:58,DELIVERED,NORTH
O00969,C0231,2026-03-06 14:43:58,PLACED,NORTH
O00970,C0150,2025-06-25 00:54:58,SHIPPED,EAST
O00971,C0291,2026-07-31 02:56:58,RETURNED,EAST
O00972,C0182,2025-12-12 06:04:58,RETURNED,NORTH
O00973,C0119,2026-06-06 08:20:58,SHIPPED,WEST
O00974,C0475,2025-05-28 23:47:58,PLACED,EAST
O00975,C0266,2025-07-28 09:39:58,CANCELLED,WEST
O00976,C0216,2025-09-30 09:55:58,CANCELLED,SOUTH
O00977,C0286,2025-10-02 21:39:58,CANCELLED,WEST
O00978,C0499,2025-07-29 18:03:58,PLACED,SOUTH
O00979,C0360,2026-07-20 06:05:58,DELIVERED,SOUTH
O00980,,2025-09-06 06:18:58,DELIVERED,SOUTH
O00981,C0387,2025-12-16 10:35:58,PLACED,NORTH
O00982,C0081,2025-12-21 11:16:58,SHIPPED,NORTH
O00983,C0244,2025-10-18 07:44:58,CANCELLED,EAST
O00984,C0292,2025-10-29 22:12:58,CANCELLED,NORTH
O00985,C0044,2025-07-04 06:57:58,DELIVERED,NORTH
O00986,C0443,2025-07-04 20:29:58,CANCELLED,EAST
O00987,C0486,2025-09-13 02:16:58,PLACED,WEST
O00988,C0085,2026-01-13 00:24:58,PLACED,WEST
O00989,C0290,2025-09-18 23:09:58,DELIVERED,NORTH
O00990,C0429,2026-07-14 00:19:58,DELIVERED,EAST
O00991,C0027,2026-07-25 06:02:58,CANCELLED,EAST
O00992,C0034,2025-11-07 21:23:58,CANCELLED,EAST
O00993,C0406,2025-12-30 19:55:58,SHIPPED,WEST
O00994,C0449,2026-01-15 08:11:58,SHIPPED,EAST
O00995,C0398,2026-05-18 10:26:58,RETURNED,NORTH
O00996,C0363,2025-11-13 04:42:58,SHIPPED,WEST
O00997,C0279,2026-01-22 11:41:58,PLACED,WEST
O00998,C0381,2025-11-07 11:13:58,DELIVERED,WEST
O00999,C0371,2026-06-12 01:35:58,CANCELLED,EAST
O01000,,,CANCELLED,NORTH
